68	0	0	37
64	56	0	44
64	56	0	44
69	56	0	44
69	56	0	44
68	56	0	49
68	56	0	49
61	56	0	49
61	56	0	49
66	56	0	49
66	56	0	49
59	56	0	49
59	56	0	49
61	0	0	46
61	0	0	46
63	0	0	46
63	0	0	46
64	61	0	46
64	61	0	46
63	61	0	46
63	61	0	46
71	66	0	0
71	66	0	0
61	66	0	0
61	66	0	0
61	66	0	0
61	66	0	0
61	64	0	0
61	64	0	0
61	63	52	0
61	63	52	0
61	63	52	0
61	63	52	0
61	61	52	0
61	61	52	0
61	60	52	0
61	60	52	0
61	61	52	35
61	61	52	35
68	61	52	47
68	61	52	47
68	0	52	43
68	0	52	43
64	0	52	0
64	0	52	0
64	0	50	0
64	0	50	0
66	0	50	0
66	0	50	0
66	64	50	0
66	64	50	0
71	64	50	0
71	64	50	0
71	61	50	0
71	61	50	0
71	61	50	0
71	61	50	0
71	61	50	0
71	61	50	0
71	61	50	40
71	61	50	40
71	61	49	44
71	61	49	44
71	61	47	45
71	61	47	45
71	60	52	45
71	60	52	45
69	61	45	40
69	61	45	40
69	63	47	40
69	63	47	40
69	68	51	47
69	68	51	47
69	61	49	47
69	61	49	47
68	61	54	45
68	61	54	45
68	61	52	45
68	61	52	45
68	61	51	45
68	61	51	45
68	60	49	45
68	60	49	45
66	60	52	45
66	60	52	45
66	61	50	45
66	61	50	45
64	61	49	45
64	61	49	45
64	0	51	45
64	0	51	45
68	0	52	45
68	0	52	45
68	0	51	45
68	0	51	45
66	0	49	45
66	0	49	45
66	0	51	45
66	0	51	45
68	0	52	45
68	0	52	45
68	0	54	45
68	0	54	45
68	0	54	45
68	0	54	45
68	0	52	45
68	0	52	45
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	42
68	0	52	40
68	0	52	40
68	0	52	40
68	0	52	40
69	66	52	47
69	66	52	47
69	64	54	37
69	64	54	37
66	62	52	37
66	62	52	37
67	61	54	40
67	61	54	40
69	59	56	40
69	59	56	40
69	0	54	39
69	0	54	39
69	0	54	39
69	0	54	39
69	0	54	40
69	0	54	40
69	0	54	40
69	0	54	40
69	0	54	40
69	0	54	40
69	0	52	40
69	0	52	40
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	42
69	0	52	44
69	0	52	44
69	0	52	45
69	0	52	45
69	0	52	44
69	0	52	44
69	0	50	45
69	0	50	45
69	0	49	45
69	0	49	45
65	0	47	45
65	0	47	45
66	0	54	45
66	0	54	45
64	0	54	45
64	0	54	45
64	0	54	45
64	0	54	45
62	0	52	44
62	0	52	44
66	0	47	44
66	0	47	44
0	0	45	50
0	0	45	50
0	0	56	50
0	0	56	50
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	42
0	0	54	40
0	0	54	40
0	0	54	40
0	0	54	40
0	0	54	45
0	0	54	45
0	0	54	45
0	0	54	45
0	0	52	42
0	0	52	42
0	0	54	42
0	0	54	42
0	0	49	44
0	0	49	44
0	0	50	44
0	0	50	44
0	0	49	42
0	0	49	42
0	0	47	42
0	0	47	42
0	0	47	42
0	0	47	42
0	0	50	42
0	0	50	42
0	0	50	42
0	0	50	42
0	0	49	42
0	0	49	42
0	0	49	42
0	0	49	42
0	0	50	42
0	0	50	42
0	0	52	47
0	0	52	47
0	0	51	47
0	0	51	47
0	0	49	47
0	0	49	47
0	0	54	47
0	0	54	47
0	0	54	47
0	0	54	47
0	0	54	47
0	0	54	47
0	0	54	40
0	0	54	40
0	0	54	40
0	0	54	40
0	0	54	37
0	0	54	37
0	0	54	43
0	0	54	43
0	0	54	43
0	0	54	43
0	0	47	45
0	0	47	45
0	0	47	45
0	0	47	45
0	0	49	42
0	0	49	42
0	0	54	42
0	0	54	42
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	43
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	49
0	0	0	40
0	0	0	40
0	0	0	40
0	0	0	40
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	47
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	42
0	0	0	40
0	0	0	40
0	0	0	40
0	0	0	40
0	0	0	38
0	0	0	38
0	0	0	38
0	0	0	38
0	0	0	37
0	0	0	37
0	0	0	37
0	0	0	37
0	0	0	35
0	0	0	35
0	0	0	47
0	0	0	47
0	0	0	49
0	0	0	49
0	0	0	44
0	0	0	44
0	0	0	44
0	0	0	44
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
0	0	0	45
